"","release","book","chapter","page","chapter_num","page_num"
"206","v5.0","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7
"207","v5.0","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8
"208","v5.0","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9
"209","v5.0","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10
"210","v5.0","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4
"211","v5.0","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"212","v5.0","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.11 Research Design",4,11
"213","v5.0","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12
"214","v5.0","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13
"215","v5.0","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14
"216","v5.0","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"217","v5.0","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11
"218","v5.0","College / Statistics and Data Science (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11
"219","v5.0","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13
"220","v5.0","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.6 Using Shuffle to Compare Models of the DGP",8,6
"221","v5.0","College / Statistics and Data Science (ABC)","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",8,7
"222","v5.0","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8
"223","v5.0","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9
"224","v5.0","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10
"225","v5.0","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1
"226","v5.0","College / Statistics and Data Science (ABC)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"227","v5.0","College / Statistics and Data Science (ABC)","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14
"228","v5.0","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11
"229","v5.0","College / Statistics and Data Science (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12
"230","v5.0","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2
"231","v5.0","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3
"232","v5.0","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4
"233","v5.0","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5
"234","v5.0","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6
"235","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1
"236","v5.0","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation",13,1
"237","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2
"238","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3
"239","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4
"240","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5
"241","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6
"242","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7
"243","v5.0","College / Statistics and Data Science (ABC)","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8
"244","v5.0","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1
"245","v5.0","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2
"246","v5.0","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3
"247","v5.0","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4
"248","v5.0","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5
"249","v5.0","College / Statistics and Data Science (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6
"250","v5.0","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.2 What You Have Learned About Modeling Variation",13,2
"251","v5.0","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.3 What You Have Learned About Evaluating Models",13,3
"252","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.1 What You Have Learned About Exploring Variation",13,1
"253","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.2 What You Have Learned About Modeling Variation",13,2
"254","v5.1.1","College / Statistics and Data Science (ABC)","Chapter 13 - What You Have Learned","13.3 What You Have Learned About Evaluating Models",13,3
"255","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.1 Welcome to Statistics",1,1
"256","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3
"257","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4
"258","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5
"259","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1
"260","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2
"261","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3
"262","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.4 Measurement",2,4
"263","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5
"264","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6
"265","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7
"266","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8
"267","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1
"268","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2
"269","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3
"270","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4
"271","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5
"272","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6
"273","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7
"274","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8
"275","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9
"276","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",4,1
"277","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2
"278","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3
"279","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4
"280","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5
"281","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.6 Representing Relationships Among Variables",4,6
"282","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.7 Sources of Variation",4,7
"283","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.8 Randomness",4,8
"284","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9
"285","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10
"286","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1
"287","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2
"288","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.3 Median vs. Mean as a Model",5,3
"289","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.4 Exploring the Mean",5,4
"290","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5
"291","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6
"292","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.7 Thinking About Error",5,7
"293","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8
"294","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9
"295","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",6,1
"296","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.2 The Beauty of Sum of Squares",6,2
"297","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.3 Variance",6,3
"298","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.4 Standard Deviation",6,4
"299","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.5 Z-Scores",6,5
"300","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.6 Interpreting and Using Z-Scores",6,6
"301","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.7 Modeling the Shape of the Error Distribution",6,7
"302","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.8 Modeling Error with the Normal Distribution",6,8
"303","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.9 Using the Normal Model to Make Predictions",6,9
"304","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",7,1
"305","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.2 Using R to Fit the Group Model",7,2
"306","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.3 GLM Notation for the Group Model",7,3
"307","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",7,4
"308","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.5 Error Leftover From the Group Model",7,5
"309","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.6 Graphing Residuals From the Model",7,6
"310","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7
"311","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8
"312","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9
"313","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10
"314","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",8,1
"315","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",8,2
"316","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.3 Comparing the Fit of the Two- and Three-Group Models",8,3
"317","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4
"318","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.5 Modeling the DGP",8,5
"319","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.6 Using Shuffle to Compare Models of the DGP",8,6
"320","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",8,7
"321","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",9,1
"322","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",9,2
"323","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.3 Interpreting the Parameter Estimates for a Regression Model",9,3
"324","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.4 Comparing Regression Models to Group Models",9,4
"325","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",9,5
"326","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",9,6
"327","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",9,7
"328","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8
"329","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9
"330","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10
"331","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.2 What is Understanding?",1,2
"332","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.10 Summarizing Where We Are",5,10
"333","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11
"334","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6
"335","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7
"336","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.9 Summary",2,9
"337","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.11 Research Design",4,11
"338","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",6,10
"339","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 8 - Digging Deeper into Group Models","8.8 Chapter 8 Review Questions",8,8
"340","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12
"341","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11
"342","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10
"343","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10
"344","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"345","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11
"346","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12
"347","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13
"348","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14
"349","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"350","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"351","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11
"352","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11
"353","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.12 Next Up: Explaining Error",6,12
"354","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.13 Chapter 6 Review Questions",6,13
"355","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14
"356","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3
"357","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6
"358","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12
"359","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1
"360","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2
"361","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4
"362","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5
"363","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6
"364","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 10 - The Logic of Inference","10.7 Hypothesis Testing for Regression Models",10,7
"365","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1
"366","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2
"367","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3
"368","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4
"369","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5
"370","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6
"371","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7
"372","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8
"373","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1
"374","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2
"375","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3
"376","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4
"377","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5
"378","v5.0","High School / Advanced Statistics and Data Science I (ABC)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13
"379","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.1 Welcome to Statistics",1,1
"380","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.2 What is Understanding?",1,2
"381","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3
"382","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4
"383","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5
"384","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6
"385","v5.2","College / Statistics and Data Science (ABC)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7
"386","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1
"387","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2
"388","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3
"389","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.4 Measurement",2,4
"390","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5
"391","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6
"392","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7
"393","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8
"394","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.9 Summary",2,9
"395","v5.2","College / Statistics and Data Science (ABC)","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10
"396","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1
"397","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2
"398","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3
"399","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4
"400","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5
"401","v5.2","College / Statistics and Data Science (ABC)","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6
"402","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1
"403","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2
"404","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3
"405","v5.2","College / Statistics and Data Science (ABC)","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4
